states,flag,basin_size_mean,basin_size_sd,time_mean,time_sd,frustration
0_0_0_0_1_0_0_0_0_1_0_0_0_1_0,1,0.9833447160487779,0.0006437391847401191,1.8818876278439474,0.003210383713656328,0.1323529411764706
0_1_1_0_0_0_1_1_1_1_1_0_1_1_0,1,0.010461102811548181,0.00020126953393071465,1.9364169895250394,0.039033015659521324,0.29411764705882354
0_1_1_1_0_1_0_1_1_0_1_1_1_0_1,1,0.006194181139673838,0.0006345538143505135,1.881043376005559,0.055781972083164044,0.25
