states,flag,basin_size_mean,basin_size_sd,time_mean,time_sd,frustration
0_0_0_1_0_0_0_0_0_1_0,1,0.734375,0.0,1.9993351063829787,0.0,0.175
0_0_1_0_1_0_1_1_1_0_1,1,0.173828125,0.0,1.997191011235955,0.0,0.325
0_1_1_0_0_1_1_0_1_1_0,1,0.091796875,0.0,1.9946808510638299,0.0,0.375
