states,flag,Avg0,SD0,frust0,time
3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_0_3,1,0.25216666666666665,0.00386120303647567,0.06493506493506493,119.62857643385632
3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_3_3,1,0.25076666666666664,0.0038904441334577295,0.03896103896103896,119.9767683247107
3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_2_3,1,0.2503666666666667,0.0014383632673594284,0.03896103896103896,119.22154934573298
3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_1_3,1,0.2467,0.0013928388277184094,0.05194805194805195,119.84396570968575
