states,flag,basin_size_mean,basin_size_sd,time_mean,time_sd,frustration
1_1_1_0_0_1_1_1_1_1_1_1_1_0_0_1,1,0.9371490478515625,0.0,1.9999837178631321,0.0,0.0
0_0_0_1_1_0_0_0_0_0_0_0_0_1_1_0,1,0.0628509521484375,0.0,1.9997572226268512,0.0,0.0
