states,flag,basin_size_mean,basin_size_sd,time_mean,time_sd,frustration
1_0_0_0_0_0_0_0_0_0_1_1,1,0.8896484375,0.0,1.9997255762897914,0.0,0.0
0_1_1_1_1_1_1_1_1_1_0_0,1,0.1044921875,0.0,1.9976635514018692,0.0,0.0
1_0_0_1_1_0_1_1_0_0_1_0,1,0.005859375,0.0,1.9583333333333333,0.0,0.475
