states,flag,basin_size_mean,basin_size_sd,time_mean,time_sd,frustration
0_0_1_0_0_0_0_1_1_1_0_0_1_0_0_0_1_1_0,1,0.46976666666666667,0.0011724049357339575,1.9226014469136559,0.001322738169690036,0.14666666666666667
1_0_0_1_1_1_1_0_1_0_1_1_0_1_1_0_0_1_1,1,0.4489633333333333,0.001018642888029625,1.9172214968556522,0.0016716523605993022,0.17333333333333334
0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,1,0.00127,0.0002128379665379276,1.9278550401531263,0.013785654680891001,0.36
