states,flag,Avg0,SD0,frust0,time
0_3_3_0,1,0.23894,0.0005506359959174548,0.0,20.25952947180235
2_2_1_2,1,0.05893,0.0007847292526725379,0.07142857142857142,14.266982072259362
0_2_3_0,1,0.061790000000000005,0.0002417988144442952,0.0,12.011568942096458
1_1_2_1,1,0.06014666666666666,0.0007349074015744341,0.07142857142857142,14.234897467898364
3_0_0_3,1,0.23847,0.001526586606343273,0.0,20.25486390739253
2_2_1_1,1,0.01698,0.00018991226044325426,0.10714285714285714,10.638149279598936
1_1_2_0,1,0.023303333333333332,0.00021913973218524817,0.10714285714285714,10.672093924099547
1_2_2_1,1,0.08971,0.0010930995685053914,0.0,12.151263803178951
3_1_0_3,1,0.062329999999999997,0.001041057155011192,0.0,12.021641889148734
0_0_3_3,1,0.009796666666666667,0.0001497405163014414,0.42857142857142855,10.010237168111644
2_1_1_2,1,0.08892,0.0008962514528114678,0.0,12.118617818461738
2_2_1_3,1,0.02374,0.0003350621832834422,0.10714285714285714,10.677565347239886
1_1_2_2,1,0.016923333333333335,0.00035122009560324967,0.10714285714285714,10.609865304166753
3_3_0_0,1,0.01002,7.118052168020876e-5,0.42857142857142855,10.01334733534278
