states,flag,Avg0,SD0,frust0,time
1_0_0_1,1,0.28096666666666664,0.00375440482041502,0.0,10.568561782907933
0_1_1_0,1,0.2784333333333333,0.003850829636440551,0.0,10.514715230455394
0_0_1_0,1,0.12456666666666667,0.0012552113589175086,0.2857142857142857,10.33463532829204
1_1_0_1,1,0.124,0.0004898979485566383,0.2857142857142857,10.317430276457694
0_0_1_1,1,0.09643333333333333,0.003086889840744059,0.42857142857142855,10.0
1_1_0_0,1,0.0956,0.0007483314773547862,0.42857142857142855,10.0
