states,flag,Avg0,SD0,frust0,time,turnOffNode
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_2_1_0_3',1,0.0033333333333333335,0.004714045207910317,0.036585365853658534,170.0,None
'0_3_3_3_2_3_3_3_3_3_3_3_3_0_0_0_0_0_1_3_0_0',0,0.0033333333333333335,0.004714045207910317,0.04573170731707317,1000.0,None
'2_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_2_2_1_1_2_2',1,0.01,0.0,0.021341463414634148,136.0,None
'0_3_3_3_2_3_3_3_3_3_3_3_3_0_0_0_0_0_1_3_0_1',0,0.006666666666666667,0.004714045207910317,0.039634146341463415,1000.0,None
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_0_1_0_2',1,0.006666666666666667,0.004714045207910317,0.018292682926829267,216.0,None
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_0_3_0_1',0,0.013333333333333334,0.004714045207910317,0.054878048780487805,1000.0,None
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_3_1_0_3',1,0.0033333333333333335,0.004714045207910317,0.04878048780487805,196.0,None
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_2_0_0_3',1,0.006666666666666667,0.004714045207910317,0.036585365853658534,226.0,None
'2_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_2_2_2_1_2_3',1,0.006666666666666667,0.004714045207910317,0.018292682926829267,202.0,None
'3_0_0_0_1_0_0_0_0_0_0_0_0_3_3_3_3_3_3_0_3_0',0,0.0033333333333333335,0.004714045207910317,0.04573170731707317,1000.0,None
'1_2_2_3_2_1_2_2_2_1_2_2_2_0_1_1_1_1_0_3_1_3',1,0.0033333333333333335,0.004714045207910317,0.06707317073170732,102.0,None
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_0_0_0_2',1,0.013333333333333334,0.004714045207910317,0.018292682926829267,179.0,None
'1_2_2_2_2_2_2_2_2_2_2_2_2_1_1_1_1_1_1_3_1_0',1,0.006666666666666667,0.004714045207910317,0.027439024390243903,109.0,None
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_1_1_3_3',1,0.006666666666666667,0.004714045207910317,0.054878048780487805,131.0,None
'1_2_2_2_2_2_2_2_2_2_2_2_2_1_1_1_1_1_3_1_1_0',1,0.0033333333333333335,0.004714045207910317,0.021341463414634148,122.0,None
'2_1_2_1_1_1_1_2_1_1_1_2_1_2_1_1_2_1_1_3_1_3',1,0.0033333333333333335,0.004714045207910317,0.08841463414634146,140.0,None
'0_3_3_3_2_3_3_3_3_3_3_3_3_0_0_0_0_0_0_3_0_1',0,0.0033333333333333335,0.004714045207910317,0.039634146341463415,1000.0,None
'1_2_2_2_2_2_2_2_2_2_2_2_2_1_1_1_1_1_1_1_1_1',1,0.0033333333333333335,0.004714045207910317,0.006097560975609756,132.0,None
'1_2_2_2_2_2_2_2_2_2_2_2_2_1_1_1_1_1_3_2_1_1',1,0.0033333333333333335,0.004714045207910317,0.027439024390243903,68.0,None
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_0_1_3_0',1,0.006666666666666667,0.004714045207910317,0.06707317073170732,153.0,None
'0_2_2_2_2_2_2_2_2_2_2_2_2_1_1_1_1_1_1_3_1_3',1,0.0033333333333333335,0.004714045207910317,0.027439024390243903,300.0,None
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_0_3_3_3',1,0.02,0.00816496580927726,0.04878048780487805,236.55555555555557,None
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_0_3_0_2',0,0.0033333333333333335,0.004714045207910317,0.054878048780487805,1000.0,None
'3_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_2_2_0_0_2_0',1,0.0033333333333333335,0.004714045207910317,0.039634146341463415,74.0,None
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_1_3_3_1',1,0.0033333333333333335,0.004714045207910317,0.03048780487804878,134.0,None
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_3_3_3_1',1,0.01,0.0,0.018292682926829267,254.0,None
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_1_3_3_0',1,0.006666666666666667,0.004714045207910317,0.036585365853658534,213.0,None
'3_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_2_2_0_1_2_1',1,0.0033333333333333335,0.004714045207910317,0.027439024390243903,76.0,None
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_3_2_0_1',1,0.0033333333333333335,0.004714045207910317,0.06097560975609756,164.0,None
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_0_0_0_0',1,0.016666666666666666,0.012472191289246471,0.024390243902439025,167.16666666666669,None
'3_0_0_0_1_0_0_0_0_0_0_0_0_3_3_3_3_3_3_0_3_1',0,0.0033333333333333335,0.004714045207910317,0.039634146341463415,1000.0,None
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_2_2_3_1',1,0.016666666666666666,0.009428090415820633,0.018292682926829267,107.55555555555556,None
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_3_2_3_1',1,0.0033333333333333335,0.004714045207910317,0.018292682926829267,220.0,None
'1_2_2_2_2_2_2_2_2_2_2_2_2_1_1_1_1_1_3_3_1_0',1,0.01,0.008164965809277261,0.039634146341463415,141.0,None
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_1_0_0_2',1,0.013333333333333334,0.004714045207910317,0.018292682926829267,299.0,None
'3_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_2_2_2_0_2_0',1,0.0033333333333333335,0.004714045207910317,0.027439024390243903,272.0,None
'0_2_2_2_2_2_2_2_2_2_2_2_2_1_1_1_1_1_1_2_1_2',1,0.006666666666666667,0.004714045207910317,0.01524390243902439,206.0,None
'0_2_2_2_2_2_2_2_2_2_2_2_2_1_1_1_1_1_2_2_1_3',1,0.0033333333333333335,0.004714045207910317,0.024390243902439025,120.0,None
'2_1_2_1_1_1_1_2_1_1_1_1_2_2_2_1_2_1_0_1_2_1',1,0.0033333333333333335,0.004714045207910317,0.07926829268292683,62.0,None
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_0_1_3_2',1,0.006666666666666667,0.004714045207910317,0.06097560975609756,147.0,None
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_0_2_3_0',1,0.0033333333333333335,0.004714045207910317,0.04878048780487805,110.0,None
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_1_1_0_1',1,0.01,0.0,0.018292682926829267,192.0,None
'0_2_2_2_2_2_2_2_2_2_2_2_2_1_1_1_1_1_1_1_1_3',1,0.006666666666666667,0.004714045207910317,0.009146341463414634,122.0,None
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_3_3_3_0',1,0.023333333333333334,0.009428090415820633,0.024390243902439025,183.77777777777774,None
'3_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_2_2_2_1_2_0',1,0.0033333333333333335,0.004714045207910317,0.018292682926829267,138.0,None
'2_1_2_1_1_1_1_2_1_1_1_2_2_2_1_1_1_1_0_2_2_2',1,0.0033333333333333335,0.004714045207910317,0.07621951219512195,94.0,None
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_2_1_3_3',1,0.01,0.008164965809277261,0.042682926829268296,158.0,None
'2_1_2_1_1_1_1_2_1_0_1_2_2_2_1_1_1_1_0_3_1_1',1,0.0033333333333333335,0.004714045207910317,0.08841463414634146,124.0,None
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_0_2_3_1',1,0.006666666666666667,0.004714045207910317,0.042682926829268296,126.0,None
'1_2_1_2_2_2_2_1_2_2_2_1_1_1_2_2_2_2_3_1_2_3',1,0.0033333333333333335,0.004714045207910317,0.07621951219512195,166.0,None
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_1_0_0_1',1,0.016666666666666666,0.023570226039551587,0.018292682926829267,120.8,None
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_3_0_0_3',1,0.0033333333333333335,0.004714045207910317,0.04878048780487805,264.0,None
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_0_3_3_1',1,0.01,0.008164965809277261,0.042682926829268296,140.0,None
'1_2_2_2_2_2_2_2_2_2_2_2_2_1_1_1_1_1_3_2_1_0',1,0.0033333333333333335,0.004714045207910317,0.03048780487804878,138.0,None
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_2_0_0_1',1,0.0033333333333333335,0.004714045207910317,0.03048780487804878,254.0,None
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_2_1_3_2',1,0.01,0.008164965809277261,0.036585365853658534,161.5,None
'3_0_0_0_1_0_0_0_0_0_0_0_0_3_3_3_3_3_3_0_3_2',0,0.0033333333333333335,0.004714045207910317,0.039634146341463415,1000.0,None
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_1_0_0_0',1,0.013333333333333334,0.009428090415820633,0.024390243902439025,261.0,None
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_2_3_0_1',0,0.0033333333333333335,0.004714045207910317,0.06707317073170732,1000.0,None
'3_0_0_0_1_0_0_0_0_0_0_0_0_3_3_3_3_3_2_0_3_1',0,0.0033333333333333335,0.004714045207910317,0.039634146341463415,1000.0,None
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_2_0_0_0',1,0.01,0.008164965809277261,0.036585365853658534,250.5,None
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_3_0_0_0',1,0.0033333333333333335,0.004714045207910317,0.04878048780487805,112.0,None
'0_2_2_2_2_2_2_2_2_2_2_2_2_1_1_1_1_1_2_1_1_3',1,0.0033333333333333335,0.004714045207910317,0.01524390243902439,58.0,None
'2_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_2_2_1_2_2_2',1,0.0033333333333333335,0.004714045207910317,0.012195121951219513,64.0,None
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_3_0_3_0',0,0.006666666666666667,0.004714045207910317,0.06097560975609756,1000.0,None
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_2_1_0_2',1,0.0033333333333333335,0.004714045207910317,0.03048780487804878,226.0,None
'2_1_2_1_1_1_1_2_1_0_1_2_2_2_1_1_1_1_0_2_3_2',1,0.0033333333333333335,0.004714045207910317,0.08841463414634146,156.0,None
'2_1_2_1_1_1_1_2_1_1_1_2_1_2_1_1_2_0_1_3_2_3',1,0.0033333333333333335,0.004714045207910317,0.08841463414634146,92.0,None
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_3_1_0_1',1,0.0033333333333333335,0.004714045207910317,0.042682926829268296,112.0,None
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_2_2_0_1',1,0.0033333333333333335,0.004714045207910317,0.04878048780487805,90.0,None
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_2_1_0_1',1,0.0033333333333333335,0.004714045207910317,0.03048780487804878,110.0,None
'3_0_0_0_1_0_0_0_0_0_0_0_0_3_3_3_3_3_3_0_3_3',0,0.0033333333333333335,0.004714045207910317,0.04573170731707317,1000.0,None
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_1_0_0_3',1,0.01,0.008164965809277261,0.024390243902439025,120.5,None
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_1_2_0_2',1,0.0033333333333333335,0.004714045207910317,0.036585365853658534,274.0,None
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_3_1_3_0',1,0.0033333333333333335,0.004714045207910317,0.042682926829268296,352.0,None
'1_2_2_2_2_2_2_2_2_2_2_2_2_1_1_1_1_1_3_3_1_1',1,0.006666666666666667,0.004714045207910317,0.036585365853658534,126.0,None
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_2_3_3_3',1,0.0033333333333333335,0.004714045207910317,0.024390243902439025,194.0,None
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_1_3_3_3',1,0.0033333333333333335,0.004714045207910317,0.036585365853658534,344.0,None
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_1_2_3_1',1,0.0033333333333333335,0.004714045207910317,0.03048780487804878,146.0,None
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_2_0_3_0',0,0.0033333333333333335,0.004714045207910317,0.06097560975609756,1000.0,None
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_3_2_3_3',1,0.0033333333333333335,0.004714045207910317,0.024390243902439025,110.0,None
'0_3_3_3_2_3_3_3_3_3_3_3_3_0_0_0_0_0_1_3_0_2',0,0.006666666666666667,0.004714045207910317,0.039634146341463415,1000.0,None
'1_2_1_2_2_2_2_1_2_2_2_1_1_1_2_2_2_2_3_2_1_3',1,0.0033333333333333335,0.004714045207910317,0.07317073170731707,46.0,None
'3_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_2_2_0_1_2_0',1,0.0033333333333333335,0.004714045207910317,0.03048780487804878,112.0,None
'2_1_2_1_1_1_1_2_1_1_1_2_2_2_1_1_1_1_0_3_2_0',1,0.0033333333333333335,0.004714045207910317,0.07317073170731707,96.0,None
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_2_0_3_1',0,0.0033333333333333335,0.004714045207910317,0.054878048780487805,1000.0,None
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_3_2_0_0',1,0.0033333333333333335,0.004714045207910317,0.06707317073170732,114.0,None
'3_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_2_2_0_0_2_1',1,0.0033333333333333335,0.004714045207910317,0.036585365853658534,226.0,None
'0_2_2_2_2_2_2_2_2_2_2_2_2_1_1_1_1_1_2_1_1_2',1,0.006666666666666667,0.009428090415820633,0.012195121951219513,193.0,None
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_2_0_0_2',1,0.01,0.008164965809277261,0.03048780487804878,158.0,None
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_3_2_0_2',1,0.006666666666666667,0.004714045207910317,0.06097560975609756,150.0,None
'0_2_2_2_2_2_2_2_2_2_2_2_2_1_1_1_1_1_2_2_1_2',1,0.0033333333333333335,0.004714045207910317,0.021341463414634148,60.0,None
'2_1_2_1_1_1_1_2_1_1_1_2_2_2_1_1_1_1_0_1_2_1',1,0.0033333333333333335,0.004714045207910317,0.07317073170731707,176.0,None
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_0_2_0_3',1,0.006666666666666667,0.004714045207910317,0.042682926829268296,180.0,None
'2_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_2_2_0_2_2_2',1,0.006666666666666667,0.004714045207910317,0.018292682926829267,131.0,None
'1_2_2_2_2_2_2_2_2_2_2_2_2_1_1_1_1_1_2_3_1_0',1,0.006666666666666667,0.004714045207910317,0.03353658536585366,57.0,None
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_1_2_0_3',1,0.006666666666666667,0.004714045207910317,0.042682926829268296,199.0,None
'0_3_3_3_2_3_3_3_3_3_3_3_3_0_0_0_0_0_0_3_0_3',0,0.006666666666666667,0.004714045207910317,0.04573170731707317,1000.0,None
'1_2_2_2_2_2_2_2_2_2_2_2_2_1_1_1_1_1_2_3_1_1',1,0.0033333333333333335,0.004714045207910317,0.03048780487804878,84.0,None
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_0_0_0_1',1,0.01,0.014142135623730949,0.018292682926829267,220.66666666666666,None
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_2_2_3_0',1,0.006666666666666667,0.009428090415820633,0.024390243902439025,138.0,None
'2_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_2_2_2_2_2_2',1,0.0033333333333333335,0.004714045207910317,0.006097560975609756,124.0,None
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_1_2_3_2',1,0.013333333333333334,0.018856180831641266,0.03048780487804878,140.0,None
'1_2_1_2_2_2_2_1_2_2_2_1_1_1_2_2_2_2_2_1_1_3',1,0.0033333333333333335,0.004714045207910317,0.0701219512195122,100.0,None
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_1_1_3_0',1,0.006666666666666667,0.009428090415820633,0.054878048780487805,140.0,None
'3_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_2_2_0_2_2_0',1,0.0033333333333333335,0.004714045207910317,0.021341463414634148,144.0,None
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_0_2_3_3',1,0.0033333333333333335,0.004714045207910317,0.04878048780487805,94.0,None
'3_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_2_2_2_2_2_0',1,0.0033333333333333335,0.004714045207910317,0.009146341463414634,90.0,None
'2_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_2_2_0_0_2_3',1,0.0033333333333333335,0.004714045207910317,0.039634146341463415,72.0,None
'2_1_2_1_1_1_1_2_1_1_1_2_2_2_1_1_1_1_1_1_2_1',1,0.0033333333333333335,0.004714045207910317,0.07317073170731707,110.0,None
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_1_2_3_0',1,0.0033333333333333335,0.004714045207910317,0.036585365853658534,138.0,None
'2_1_2_1_1_1_1_2_1_1_1_2_1_2_1_0_2_1_1_3_1_1',1,0.0033333333333333335,0.004714045207910317,0.09146341463414634,84.0,None
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_3_2_0_3',1,0.0033333333333333335,0.004714045207910317,0.06707317073170732,170.0,None
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_3_0_0_2',1,0.0033333333333333335,0.004714045207910317,0.042682926829268296,388.0,None
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_3_1_3_3',1,0.0033333333333333335,0.004714045207910317,0.042682926829268296,136.0,None
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_3_1_0_0',1,0.006666666666666667,0.009428090415820633,0.04878048780487805,91.0,None
'1_2_2_2_2_2_2_2_2_2_2_2_2_1_1_1_1_1_3_1_1_1',1,0.006666666666666667,0.009428090415820633,0.018292682926829267,99.0,None
'2_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_2_2_2_0_2_2',1,0.0033333333333333335,0.004714045207910317,0.024390243902439025,198.0,None
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_0_3_3_0',1,0.0033333333333333335,0.004714045207910317,0.04878048780487805,102.0,None
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_2_2_0_2',1,0.0033333333333333335,0.004714045207910317,0.04878048780487805,232.0,None
'2_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_2_2_1_0_2_2',1,0.0033333333333333335,0.004714045207910317,0.03048780487804878,150.0,None
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_2_2_3_3',1,0.0033333333333333335,0.004714045207910317,0.024390243902439025,184.0,None
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_2_1_0_0',1,0.0033333333333333335,0.004714045207910317,0.036585365853658534,210.0,None
'2_1_2_1_1_1_1_2_1_1_1_2_2_2_1_1_1_1_1_2_1_1',1,0.0033333333333333335,0.004714045207910317,0.07621951219512195,94.0,None
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_3_3_3_2',1,0.0033333333333333335,0.004714045207910317,0.018292682926829267,156.0,None
'2_1_2_1_1_1_1_2_1_1_1_2_2_2_1_1_1_1_1_3_2_1',1,0.0033333333333333335,0.004714045207910317,0.07317073170731707,170.0,None
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_1_1_0_2',1,0.0033333333333333335,0.004714045207910317,0.018292682926829267,150.0,None
'1_2_2_2_2_2_2_2_2_2_2_2_2_1_1_1_1_1_3_2_1_0',1,0.006666666666666667,0.004714045207910317,0.03048780487804878,108.0,CDH1
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_0_2_3_2',1,0.006666666666666667,0.004714045207910317,0.042682926829268296,120.0,CDH1
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_2_2_3_1',1,0.006666666666666667,0.004714045207910317,0.018292682926829267,152.0,CDH1
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_2_2_3_2',1,0.016666666666666666,0.009428090415820633,0.018292682926829267,136.0,CDH1
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_3_3_3_3',1,0.01,0.01414213562373095,0.024390243902439025,218.66666666666666,CDH1
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_1_3_0_1',0,0.006666666666666667,0.009428090415820633,0.054878048780487805,1000.0,CDH1
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_0_3_3_1',1,0.01,0.008164965809277261,0.042682926829268296,217.5,CDH1
'1_2_2_2_2_2_2_2_2_2_2_2_2_1_1_1_1_1_3_1_1_1',1,0.006666666666666667,0.004714045207910317,0.018292682926829267,90.0,CDH1
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_3_2_3_1',1,0.006666666666666667,0.009428090415820633,0.018292682926829267,225.0,CDH1
