states,flag,Avg0,SD0,frust0,time,turnOffNode
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_3_1_3_3',1,0.0033333333333333335,0.004714045207910317,0.042682926829268296,150.0,SNAI1
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_0_2_3_2',1,0.0033333333333333335,0.004714045207910317,0.042682926829268296,94.0,SNAI1
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_3_0_3_2',0,0.0033333333333333335,0.004714045207910317,0.054878048780487805,1000.0,SNAI1
'2_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_2_2_2_0_2_3',1,0.0033333333333333335,0.004714045207910317,0.027439024390243903,122.0,SNAI1
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_3_2_3_0',1,0.02,0.00816496580927726,0.024390243902439025,202.55555555555554,SNAI2
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_3_0_0_1',1,0.023333333333333334,0.020548046676563257,0.042682926829268296,202.8,SNAI2
'0_3_3_3_2_3_3_3_3_3_3_3_3_0_0_0_0_0_0_3_0_0',0,0.006666666666666667,0.004714045207910317,0.04573170731707317,1000.0,SNAI2
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_0_0_0_3',1,0.01,0.0,0.024390243902439025,188.0,SNAI2
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_2_3_3_3',1,0.006666666666666667,0.004714045207910317,0.024390243902439025,102.0,SNAI2
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_3_0_3_2',0,0.0033333333333333335,0.004714045207910317,0.054878048780487805,1000.0,SNAI2
'0_2_2_2_2_2_2_2_2_2_2_2_2_1_1_1_1_1_3_2_1_2',1,0.01,0.008164965809277261,0.027439024390243903,221.0,SNAI2
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_3_2_3_2',1,0.016666666666666666,0.004714045207910317,0.018292682926829267,200.0,SNAI2
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_0_0_0_2',1,0.02,0.01414213562373095,0.018292682926829267,171.0,SNAI2
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_3_0_0_0',1,0.016666666666666666,0.004714045207910317,0.04878048780487805,164.33333333333334,SNAI2
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_2_2_0_0',1,0.0033333333333333335,0.004714045207910317,0.054878048780487805,206.0,SNAI2
'0_2_2_2_2_2_2_2_2_2_2_2_2_1_1_1_1_1_2_1_1_2',1,0.0033333333333333335,0.004714045207910317,0.012195121951219513,40.0,SNAI2
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_1_0_0_1',1,0.016666666666666666,0.009428090415820633,0.018292682926829267,196.2222222222222,SNAI2
'1_2_2_2_2_2_2_2_2_2_2_2_2_1_1_1_1_1_2_3_1_1',1,0.006666666666666667,0.009428090415820633,0.03048780487804878,137.0,SNAI2
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_2_1_3_0',1,0.006666666666666667,0.009428090415820633,0.042682926829268296,153.0,SNAI2
'3_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_2_2_0_0_2_0',1,0.0033333333333333335,0.004714045207910317,0.039634146341463415,234.0,SNAI2
'0_2_2_2_2_2_2_2_2_2_2_2_2_1_1_1_1_1_2_3_1_2',1,0.0033333333333333335,0.004714045207910317,0.03048780487804878,122.0,SNAI2
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_1_3_3_3',1,0.01,0.008164965809277261,0.036585365853658534,232.0,SNAI2
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_3_1_3_3',1,0.016666666666666666,0.004714045207910317,0.042682926829268296,243.0,SNAI2
'1_2_2_2_2_2_2_2_2_2_2_2_2_1_1_1_1_1_2_1_1_1',1,0.006666666666666667,0.004714045207910317,0.012195121951219513,121.0,SNAI2
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_3_2_0_0',1,0.006666666666666667,0.004714045207910317,0.06707317073170732,136.0,SNAI2
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_0_2_3_0',1,0.01,0.008164965809277261,0.04878048780487805,133.0,SNAI2
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_0_2_3_1',1,0.006666666666666667,0.009428090415820633,0.042682926829268296,168.0,SNAI2
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_1_1_0_0',1,0.013333333333333334,0.009428090415820633,0.024390243902439025,147.0,SNAI2
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_2_0_0_3',1,0.01,0.0,0.036585365853658534,274.0,SNAI2
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_2_0_0_2',1,0.006666666666666667,0.004714045207910317,0.03048780487804878,256.0,SNAI2
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_0_1_0_2',1,0.01,0.008164965809277261,0.018292682926829267,201.0,SNAI2
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_2_3_3_1',1,0.006666666666666667,0.004714045207910317,0.018292682926829267,205.0,SNAI2
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_3_3_3_3',1,0.02,0.00816496580927726,0.024390243902439025,158.33333333333334,SNAI2
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_2_2_3_2',1,0.01,0.008164965809277261,0.018292682926829267,111.0,SNAI2
'3_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_2_2_0_2_2_1',1,0.0033333333333333335,0.004714045207910317,0.018292682926829267,234.0,SNAI2
'2_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_2_2_0_2_2_3',1,0.0033333333333333335,0.004714045207910317,0.021341463414634148,192.0,SNAI2
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_3_1_0_2',1,0.006666666666666667,0.004714045207910317,0.042682926829268296,204.0,SNAI2
'3_0_0_0_1_0_0_0_0_0_0_0_0_3_3_3_3_3_0_0_3_3',0,0.0033333333333333335,0.004714045207910317,0.0701219512195122,1000.0,SNAI2
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_1_0_0_3',1,0.01,0.0,0.024390243902439025,144.0,SNAI2
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_0_2_3_2',1,0.01,0.008164965809277261,0.042682926829268296,107.5,SNAI2
'1_2_2_2_2_2_2_2_2_2_2_2_2_1_1_1_1_1_2_2_1_1',1,0.0033333333333333335,0.004714045207910317,0.021341463414634148,100.0,SNAI2
'3_0_0_0_1_0_0_0_0_0_0_0_0_3_3_3_3_3_1_0_3_0',0,0.0033333333333333335,0.004714045207910317,0.057926829268292686,1000.0,SNAI2
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_2_3_3_0',1,0.01,0.008164965809277261,0.024390243902439025,204.5,SNAI2
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_0_0_0_0',1,0.013333333333333334,0.01247219128924647,0.024390243902439025,225.33333333333331,SNAI2
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_2_2_3_0',1,0.01,0.008164965809277261,0.024390243902439025,127.5,SNAI2
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_0_3_3_1',1,0.006666666666666667,0.009428090415820633,0.042682926829268296,131.0,SNAI2
'1_2_2_2_2_2_2_2_2_2_2_2_2_1_1_1_1_1_3_3_1_1',1,0.006666666666666667,0.004714045207910317,0.036585365853658534,156.0,SNAI2
'2_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_2_2_1_0_2_2',1,0.0033333333333333335,0.004714045207910317,0.03048780487804878,90.0,SNAI2
'1_2_1_2_2_2_2_1_2_2_2_2_1_1_1_2_1_2_1_2_1_3',1,0.0033333333333333335,0.004714045207910317,0.07621951219512195,198.0,SNAI2
'3_0_0_0_1_0_0_0_0_0_0_0_0_3_3_3_3_3_3_0_3_1',0,0.006666666666666667,0.004714045207910317,0.039634146341463415,1000.0,SNAI2
'2_1_2_1_1_1_1_2_1_1_1_1_2_2_2_1_2_1_0_1_2_1',1,0.0033333333333333335,0.004714045207910317,0.07926829268292683,80.0,SNAI2
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_0_1_0_3',1,0.01,0.0,0.024390243902439025,183.33333333333334,SNAI2
'0_2_2_2_2_2_2_2_2_2_2_2_2_1_1_1_1_1_3_3_1_3',1,0.0033333333333333335,0.004714045207910317,0.039634146341463415,154.0,SNAI2
'0_3_3_3_2_3_3_3_3_3_3_3_3_0_0_0_0_0_0_3_0_1',0,0.01,0.0,0.039634146341463415,1000.0,SNAI2
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_1_3_3_0',1,0.013333333333333334,0.004714045207910317,0.036585365853658534,158.66666666666666,SNAI2
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_1_2_3_3',1,0.006666666666666667,0.004714045207910317,0.036585365853658534,128.0,SNAI2
'0_2_2_2_2_2_2_2_2_2_2_2_2_1_1_1_1_1_2_3_1_3',1,0.006666666666666667,0.004714045207910317,0.03353658536585366,160.0,SNAI2
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_2_2_3_3',1,0.013333333333333334,0.004714045207910317,0.024390243902439025,241.33333333333334,SNAI2
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_0_1_3_3',1,0.006666666666666667,0.004714045207910317,0.06707317073170732,205.0,SNAI2
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_1_0_0_0',1,0.013333333333333334,0.004714045207910317,0.024390243902439025,117.33333333333333,SNAI2
'1_2_2_2_2_2_2_2_2_2_2_2_2_1_1_1_1_1_3_3_1_0',1,0.0033333333333333335,0.004714045207910317,0.039634146341463415,72.0,SNAI2
'2_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_2_2_2_1_2_3',1,0.0033333333333333335,0.004714045207910317,0.018292682926829267,72.0,SNAI2
'1_2_2_2_2_2_2_2_2_2_2_2_2_1_1_1_1_1_3_2_1_1',1,0.0033333333333333335,0.004714045207910317,0.027439024390243903,162.0,SNAI2
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_3_1_3_2',1,0.01,0.008164965809277261,0.036585365853658534,193.0,SNAI2
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_2_0_3_0',0,0.0033333333333333335,0.004714045207910317,0.06097560975609756,1000.0,SNAI2
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_3_2_3_1',1,0.02,0.01414213562373095,0.018292682926829267,215.83333333333334,SNAI2
'0_2_2_2_2_2_2_2_2_2_2_2_2_1_1_1_1_1_2_2_1_2',1,0.0033333333333333335,0.004714045207910317,0.021341463414634148,132.0,SNAI2
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_3_1_3_0',1,0.01,0.0,0.042682926829268296,198.0,SNAI2
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_0_2_0_2',1,0.01,0.0,0.036585365853658534,219.33333333333334,SNAI2
'2_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_2_2_2_2_2_2',1,0.0033333333333333335,0.004714045207910317,0.006097560975609756,74.0,SNAI2
'2_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_2_2_2_0_2_2',1,0.01,0.0,0.024390243902439025,117.33333333333333,SNAI2
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_3_1_0_1',1,0.006666666666666667,0.004714045207910317,0.042682926829268296,174.0,SNAI2
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_0_3_3_3',1,0.0033333333333333335,0.004714045207910317,0.04878048780487805,220.0,SNAI2
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_3_0_0_3',1,0.01,0.008164965809277261,0.04878048780487805,192.0,SNAI2
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_0_1_3_1',1,0.006666666666666667,0.004714045207910317,0.06097560975609756,105.0,SNAI2
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_3_3_3_0',1,0.0033333333333333335,0.004714045207910317,0.024390243902439025,162.0,SNAI2
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_1_0_0_2',1,0.006666666666666667,0.004714045207910317,0.018292682926829267,156.0,SNAI2
'0_2_2_2_2_2_2_2_2_2_2_2_2_1_1_1_1_1_2_1_1_3',1,0.01,0.0,0.01524390243902439,110.0,SNAI2
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_1_0_3_3',0,0.0033333333333333335,0.004714045207910317,0.07317073170731707,1000.0,SNAI2
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_2_3_0_1',0,0.0033333333333333335,0.004714045207910317,0.06707317073170732,1000.0,SNAI2
'1_2_2_2_2_2_2_2_2_2_2_2_2_1_1_1_1_1_1_2_1_1',1,0.006666666666666667,0.004714045207910317,0.01524390243902439,103.0,SNAI2
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_3_3_0_1',0,0.0033333333333333335,0.004714045207910317,0.07926829268292683,1000.0,SNAI2
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_1_1_0_3',1,0.0033333333333333335,0.004714045207910317,0.024390243902439025,102.0,SNAI2
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_3_2_0_2',1,0.0033333333333333335,0.004714045207910317,0.06097560975609756,176.0,SNAI2
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_0_1_0_0',1,0.01,0.01414213562373095,0.024390243902439025,200.0,SNAI2
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_3_1_3_1',1,0.013333333333333334,0.009428090415820633,0.036585365853658534,169.0,SNAI2
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_1_2_3_0',1,0.0033333333333333335,0.004714045207910317,0.036585365853658534,176.0,SNAI2
'3_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_2_2_1_0_2_0',1,0.0033333333333333335,0.004714045207910317,0.03353658536585366,92.0,SNAI2
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_0_3_0_3',0,0.0033333333333333335,0.004714045207910317,0.06097560975609756,1000.0,SNAI2
'1_2_1_2_2_2_2_1_2_2_2_1_2_1_2_1_1_3_3_0_2_1',1,0.0033333333333333335,0.004714045207910317,0.0975609756097561,98.0,SNAI2
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_2_0_3_3',0,0.0033333333333333335,0.004714045207910317,0.06097560975609756,1000.0,SNAI2
'3_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_2_2_2_1_2_0',1,0.0033333333333333335,0.004714045207910317,0.018292682926829267,116.0,SNAI2
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_2_1_0_2',1,0.0033333333333333335,0.004714045207910317,0.03048780487804878,342.0,SNAI2
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_1_1_3_0',1,0.0033333333333333335,0.004714045207910317,0.054878048780487805,160.0,SNAI2
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_0_2_0_3',1,0.006666666666666667,0.009428090415820633,0.042682926829268296,163.0,SNAI2
'1_2_2_2_2_2_2_2_2_2_2_2_2_1_1_1_1_1_3_2_1_0',1,0.0033333333333333335,0.004714045207910317,0.03048780487804878,188.0,SNAI2
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_3_3_3_2',1,0.01,0.008164965809277261,0.018292682926829267,184.0,SNAI2
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_1_2_3_1',1,0.0033333333333333335,0.004714045207910317,0.03048780487804878,174.0,SNAI2
'3_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_2_2_0_1_2_0',1,0.0033333333333333335,0.004714045207910317,0.03048780487804878,88.0,SNAI2
'2_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_2_2_0_1_2_3',1,0.006666666666666667,0.009428090415820633,0.03048780487804878,155.0,SNAI2
'0_2_2_2_2_2_2_2_2_2_2_2_2_1_1_1_1_1_1_2_1_3',1,0.0033333333333333335,0.004714045207910317,0.018292682926829267,106.0,SNAI2
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_3_0_0_2',1,0.0033333333333333335,0.004714045207910317,0.042682926829268296,100.0,SNAI2
'2_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_2_2_0_2_2_2',1,0.0033333333333333335,0.004714045207910317,0.018292682926829267,90.0,SNAI2
'3_0_0_0_1_0_0_0_0_0_0_0_0_3_3_3_3_3_2_0_3_0',0,0.006666666666666667,0.009428090415820633,0.04573170731707317,1000.0,SNAI2
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_1_3_3_1',1,0.006666666666666667,0.004714045207910317,0.03048780487804878,309.0,SNAI2
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_0_2_0_0',1,0.013333333333333334,0.012472191289246471,0.042682926829268296,147.66666666666669,SNAI2
'0_2_2_2_2_2_2_2_2_2_2_2_2_1_1_1_1_1_1_1_1_3',1,0.01,0.008164965809277261,0.009146341463414634,180.0,SNAI2
'0_2_2_2_2_2_2_2_2_2_2_2_2_1_1_1_1_1_1_1_1_2',1,0.0033333333333333335,0.004714045207910317,0.006097560975609756,124.0,SNAI2
'3_0_0_0_1_0_0_0_0_0_0_0_0_3_3_3_3_3_2_0_3_2',0,0.006666666666666667,0.004714045207910317,0.039634146341463415,1000.0,SNAI2
'2_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_2_2_1_1_2_3',1,0.0033333333333333335,0.004714045207910317,0.024390243902439025,142.0,SNAI2
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_0_0_3_3',0,0.0033333333333333335,0.004714045207910317,0.08536585365853659,1000.0,SNAI2
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_2_1_0_1',1,0.0033333333333333335,0.004714045207910317,0.03048780487804878,82.0,SNAI2
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_2_3_0_3',0,0.0033333333333333335,0.004714045207910317,0.07317073170731707,1000.0,SNAI2
'3_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_2_2_2_2_2_1',1,0.0033333333333333335,0.004714045207910317,0.006097560975609756,144.0,SNAI2
'0_3_3_3_2_3_3_3_3_3_3_3_3_0_0_0_0_0_1_3_0_0',0,0.0033333333333333335,0.004714045207910317,0.04573170731707317,1000.0,SNAI2
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_0_0_0_1',1,0.016666666666666666,0.01699673171197595,0.018292682926829267,190.75,SNAI2
'3_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_2_2_1_1_2_1',1,0.0033333333333333335,0.004714045207910317,0.021341463414634148,52.0,SNAI2
'0_2_2_2_2_2_2_2_2_2_2_2_2_1_1_1_1_1_1_3_1_2',1,0.0033333333333333335,0.004714045207910317,0.024390243902439025,90.0,SNAI2
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_2_0_0_1',1,0.01,0.008164965809277261,0.03048780487804878,161.0,SNAI2
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_0_1_3_0',1,0.0033333333333333335,0.004714045207910317,0.06707317073170732,146.0,SNAI2
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_1_3_0_0',0,0.0033333333333333335,0.004714045207910317,0.06097560975609756,1000.0,SNAI2
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_1_1_0_2',1,0.01,0.008164965809277261,0.018292682926829267,171.0,SNAI2
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_2_1_0_3',1,0.006666666666666667,0.004714045207910317,0.036585365853658534,195.0,SNAI2
'3_0_0_0_1_0_0_0_0_0_0_0_0_3_3_3_3_3_1_0_3_2',0,0.0033333333333333335,0.004714045207910317,0.051829268292682924,1000.0,SNAI2
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_2_2_0_3',1,0.0033333333333333335,0.004714045207910317,0.054878048780487805,124.0,SNAI2
'3_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_2_2_2_0_2_0',1,0.0033333333333333335,0.004714045207910317,0.027439024390243903,136.0,SNAI2
'3_0_0_0_1_0_0_0_0_0_0_0_0_3_3_3_3_3_1_0_3_1',0,0.0033333333333333335,0.004714045207910317,0.051829268292682924,1000.0,SNAI2
'0_2_2_2_2_2_2_2_2_2_2_2_2_1_1_1_1_1_3_2_1_3',1,0.0033333333333333335,0.004714045207910317,0.03048780487804878,182.0,SNAI2
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_2_3_3_2',1,0.006666666666666667,0.004714045207910317,0.018292682926829267,123.0,SNAI2
'0_3_3_3_2_3_3_3_3_3_3_3_3_0_0_0_0_0_0_3_0_2',0,0.0033333333333333335,0.004714045207910317,0.039634146341463415,1000.0,SNAI2
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_2_2_3_1',1,0.0033333333333333335,0.004714045207910317,0.018292682926829267,256.0,SNAI2
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_0_3_3_2',1,0.006666666666666667,0.004714045207910317,0.042682926829268296,147.0,SNAI2
'3_0_0_0_1_0_0_0_0_0_0_0_0_3_3_3_3_3_3_0_3_2',0,0.0033333333333333335,0.004714045207910317,0.039634146341463415,1000.0,SNAI2
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_3_3_3_1',1,0.0033333333333333335,0.004714045207910317,0.018292682926829267,350.0,SNAI2
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_2_1_0_0',1,0.0033333333333333335,0.004714045207910317,0.036585365853658534,100.0,SNAI2
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_2_1_3_2',1,0.0033333333333333335,0.004714045207910317,0.036585365853658534,252.0,SNAI2
'2_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_2_2_0_1_2_2',1,0.0033333333333333335,0.004714045207910317,0.027439024390243903,134.0,SNAI2
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_3_1_0_0',1,0.01,0.014142135623730949,0.04878048780487805,117.33333333333333,SNAI2
'1_2_1_2_2_2_2_1_2_2_2_1_1_1_2_2_2_2_2_0_1_1',1,0.0033333333333333335,0.004714045207910317,0.07926829268292683,106.0,SNAI2
'3_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_2_2_2_0_2_1',1,0.0033333333333333335,0.004714045207910317,0.024390243902439025,206.0,SNAI2
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_1_3_0_3',0,0.006666666666666667,0.009428090415820633,0.06097560975609756,1000.0,SNAI2
'2_1_2_1_1_1_1_2_1_1_1_1_2_2_2_1_2_1_0_1_2_2',1,0.0033333333333333335,0.004714045207910317,0.08536585365853659,104.0,SNAI2
'1_2_1_2_2_2_2_1_2_2_2_1_2_1_2_2_1_2_3_1_1_0',1,0.0033333333333333335,0.004714045207910317,0.08536585365853659,84.0,SNAI2
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_1_1_3_2',1,0.0033333333333333335,0.004714045207910317,0.04878048780487805,100.0,SNAI2
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_0_1_0_1',1,0.0033333333333333335,0.004714045207910317,0.018292682926829267,84.0,SNAI2
'1_2_2_2_2_2_2_2_2_2_2_2_2_1_1_1_1_1_2_3_1_0',1,0.006666666666666667,0.009428090415820633,0.03353658536585366,155.0,SNAI2
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_3_2_3_3',1,0.006666666666666667,0.009428090415820633,0.024390243902439025,179.0,SNAI2
'1_2_1_2_2_2_2_1_2_2_2_1_1_1_2_2_2_2_1_0_2_3',1,0.0033333333333333335,0.004714045207910317,0.08536585365853659,202.0,SNAI2
'1_2_1_2_2_2_2_1_2_2_2_2_1_1_1_2_1_2_3_2_1_2',1,0.0033333333333333335,0.004714045207910317,0.07926829268292683,120.0,SNAI2
'1_2_2_2_2_2_2_2_2_2_2_2_2_1_1_1_1_1_3_1_1_0',1,0.0033333333333333335,0.004714045207910317,0.021341463414634148,124.0,SNAI2
'2_1_2_1_1_1_1_2_1_1_1_2_2_2_1_1_1_1_1_3_2_0',1,0.0033333333333333335,0.004714045207910317,0.07317073170731707,164.0,SNAI2
'2_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_2_2_2_1_2_2',1,0.0033333333333333335,0.004714045207910317,0.01524390243902439,96.0,SNAI2
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_0_3_0_2',0,0.0033333333333333335,0.004714045207910317,0.054878048780487805,1000.0,SNAI2
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_1_2_0_1',1,0.0033333333333333335,0.004714045207910317,0.036585365853658534,184.0,SNAI2
'3_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_2_2_0_0_2_1',1,0.0033333333333333335,0.004714045207910317,0.036585365853658534,154.0,SNAI2
'3_0_0_0_1_0_0_0_0_0_0_0_0_3_3_3_3_3_3_0_3_0',0,0.0033333333333333335,0.004714045207910317,0.04573170731707317,1000.0,SNAI2
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_0_2_3_3',1,0.006666666666666667,0.009428090415820633,0.04878048780487805,193.0,TCF3
'0_3_3_3_2_3_3_3_3_3_3_3_3_0_0_0_0_0_0_3_0_1',0,0.0033333333333333335,0.004714045207910317,0.039634146341463415,1000.0,TCF3
'3_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_2_2_0_1_2_1',1,0.013333333333333334,0.018856180831641266,0.027439024390243903,224.0,TCF3
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_3_0_0_2',1,0.013333333333333334,0.004714045207910317,0.042682926829268296,144.66666666666666,TCF3
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_1_2_3_3',1,0.006666666666666667,0.004714045207910317,0.036585365853658534,142.0,TCF3
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_1_2_0_0',1,0.01,0.008164965809277261,0.042682926829268296,148.5,TCF3
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_2_0_3_3',0,0.006666666666666667,0.009428090415820633,0.06097560975609756,1000.0,TCF3
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_0_0_0_0',1,0.01,0.008164965809277261,0.024390243902439025,236.5,TCF3
'2_1_2_1_1_1_1_2_1_1_1_1_2_2_2_1_2_0_0_2_2_1',1,0.0033333333333333335,0.004714045207910317,0.08231707317073171,128.0,TCF3
'1_2_1_2_2_2_2_1_2_2_2_1_1_1_2_2_2_2_1_0_2_2',1,0.0033333333333333335,0.004714045207910317,0.08536585365853659,76.0,TCF3
