states,flag,Avg0,SD0,frust0,time
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_0_2_3_3',1,0.0051,0.0008485281374238572,0.04878048780487805,151.57624831309042
'1_2_2_2_2_2_2_2_2_2_2_2_2_1_1_1_1_1_3_1_1_1',1,0.0028333333333333335,9.428090415820618e-5,0.018292682926829267,128.85568326947637
'2_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_2_2_2_0_2_2',1,0.0015999999999999999,0.0005354126134736337,0.024390243902439025,125.70786294315707
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_1_0_0_3',1,0.010166666666666666,0.0010208928554075705,0.024390243902439025,172.5470406573826
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_2_3_3_3',1,0.011033333333333334,0.0013597385369580758,0.024390243902439025,177.29751230149213
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_3_3_3_2',1,0.011933333333333332,0.0015412837362262523,0.018292682926829267,177.10479808639369
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_1_0_0_0',1,0.0112,0.0015577761927397234,0.024390243902439025,186.77787962473312
'0_2_2_2_2_2_2_2_2_2_2_2_2_1_1_1_1_1_2_1_1_3',1,0.0021,0.00043204937989385747,0.01524390243902439,123.46818025455796
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_1_1_3_0',1,0.0029,0.0006377042156569664,0.054878048780487805,165.22650029708853
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_0_3_3_0',1,0.008100000000000001,0.0003265986323710906,0.04878048780487805,185.76301577870208
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_2_2_3_3',1,0.010366666666666668,0.0006944222218666548,0.024390243902439025,190.69907506161235
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_2_3_3_0',1,0.010066666666666666,0.0003399346342395193,0.024390243902439025,173.78736173956761
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_0_0_0_1',1,0.011899999999999999,0.0002943920288775953,0.018292682926829267,165.8668491302096
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_0_0_0_2',1,0.0109,0.000989949493661167,0.018292682926829267,174.79420283510981
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_0_3_3_3',1,0.008166666666666668,0.0005557777333511019,0.04878048780487805,180.22614979511533
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_1_2_3_3',1,0.0047333333333333324,0.0006548960901462833,0.036585365853658534,139.514121989122
'3_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_2_2_2_2_2_0',1,0.0029666666666666665,0.00023570226039551585,0.009146341463414634,155.7987012987013
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_2_2_3_2',1,0.006333333333333333,0.0003681787005729086,0.018292682926829267,152.66220386459668
'0_3_3_3_2_3_3_3_3_3_3_3_3_0_0_0_0_0_3_3_0_0',0,0.0009000000000000001,0.0001414213562373095,0.0701219512195122,1000.0
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_3_0_0_1',1,0.009266666666666666,0.0005906681715556447,0.042682926829268296,182.41328205854293
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_0_2_0_1',1,0.007233333333333334,0.00047140452079103207,0.036585365853658534,198.69406225157465
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_0_2_0_3',1,0.007,0.0006976149845485454,0.042682926829268296,202.83872743089458
'3_0_0_0_1_0_0_0_0_0_0_0_0_3_3_3_3_3_1_0_3_0',0,0.0014,0.00024494897427831773,0.057926829268292686,1000.0
'3_0_0_0_1_0_0_0_0_0_0_0_0_3_3_3_3_3_3_0_3_2',0,0.0030666666666666668,0.0006649979114420001,0.039634146341463415,1000.0
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_1_2_0_0',1,0.004299999999999999,0.0008524474568362948,0.042682926829268296,169.62655913978494
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_1_3_3_3',1,0.009133333333333334,0.0008013876853447539,0.036585365853658534,185.53591065292096
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_0_1_0_0',1,0.0105,0.0005099019513592784,0.024390243902439025,165.63663430420712
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_0_1_0_3',1,0.0094,0.0005099019513592784,0.024390243902439025,179.73793896243558
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_0_2_3_1',1,0.004566666666666667,0.00016996731711975925,0.042682926829268296,153.86439393939395
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_3_1_3_1',1,0.0063,0.0004242640687119284,0.036585365853658534,192.2929292929293
'0_2_2_2_2_2_2_2_2_2_2_2_2_1_1_1_1_1_1_2_1_2',1,0.0022333333333333333,0.00016996731711975941,0.01524390243902439,132.12342995169084
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_3_2_3_3',1,0.009533333333333333,0.0008379870059984357,0.024390243902439025,166.454168847026
'0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_0_2_0_2',1,0.0067,0.00043204937989385725,0.036585365853658534,198.56543489972864
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_0_2_3_2',1,0.0047,0.0005887840577551896,0.042682926829268296,160.483140346555
'3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_3_3_3_0',1,0.010100000000000001,0.0017568911937472585,0.024390243902439025,180.4200760334569
