states,flag,Avg0,SD0,frust0,time
'0110',1,0.12345333333333335,0.00010656244908764294,0.0,30.70605261479386
'0011',1,0.06340666666666667,0.0005152561391083941,0.42857142857142855,2.1669744598596083
'1100',1,0.06402666666666666,0.000635732298656876,0.42857142857142855,2.3088713993259096
'0001',1,0.10407666666666666,0.0006596126809642821,0.2857142857142857,68.56235249327084
'0010',1,0.06263333333333333,0.0010279537386910418,0.2857142857142857,1.0
'1110',1,0.10380333333333334,0.0004970133018564237,0.2857142857142857,68.65783366923036
'0111',1,0.07546000000000001,0.0009704981538708153,0.42857142857142855,57.93025914216887
'1000',1,0.07595333333333333,0.0002546020860523751,0.42857142857142855,58.001226388834475
'1101',1,0.061900000000000004,0.000540185153442783,0.2857142857142857,1.0
'0101',1,0.06308,0.0005217917847826523,0.5714285714285714,71.7590703765457
'1001',1,0.12312000000000001,0.0002839013913315695,0.0,30.578723179407785
'1010',1,0.06296666666666667,0.0005797892337354659,0.5714285714285714,71.70602450864199
'0000',1,0.007936666666666667,0.0001225651754056682,0.7142857142857143,64.05640420200507
'1111',1,0.008053333333333332,0.0002206555888458047,0.7142857142857143,64.15381592188656
'0100',1,7.000000000000001e-5,2.943920288775949e-5,0.7142857142857143,87.63636363636363
'1011',1,5.9999999999999995e-5,8.164965809277256e-6,0.7142857142857143,85.23015873015873
