states,flag,Avg0,SD0,frust0,time
0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_2_0_0_0,1,0.00939,0.00024535688292770557,0.036585365853658534,187.73808446870385
3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_3_2_3_1,1,0.009313333333333333,0.00024608038433722326,0.018292682926829267,182.30818566745822
0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_0_1_0_0,1,0.00974,0.00013140268896284644,0.024390243902439025,177.8882975952729
3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_0_3_3_1,1,0.007973333333333334,3.091206165165271e-5,0.042682926829268296,182.84434941533155
0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_0_1_0_1,1,0.009586666666666667,0.00020072092289766117,0.018292682926829267,180.78154465446926
2_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_2_2_0_1_2_1,1,0.0007,8.640987597877146e-5,0.027439024390243903,122.04722281826923
0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_1_0_0_2,1,0.010276666666666665,0.00016213848676020401,0.018292682926829267,183.28454721395303
3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_3_3_3_2,1,0.011140000000000002,0.00039824615503479766,0.018292682926829267,177.39890774975666
0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_3_2_0_2,1,0.0019333333333333336,0.0001144066820115367,0.06097560975609756,159.33075047110137
3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_0_0_3_1,0,0.0007266666666666667,3.091206165165233e-5,0.07926829268292683,1000.0
3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_3_1_3_0,1,0.0069433333333333335,0.0002678722747048592,0.042682926829268296,199.52616183930618
3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_2_2_3_0,1,0.005503333333333333,0.00019327585352432288,0.024390243902439025,150.89370064503296
3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_0_2_3_3,1,0.004506666666666667,0.0003879289740260308,0.04878048780487805,155.49579031734083
3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_2_1_3_2,1,0.0041533333333333335,2.3570226039551442e-5,0.036585365853658534,168.3178505739098
3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_2_3_3_1,1,0.010226666666666667,0.00021202725191719,0.018292682926829267,184.17711274960618
3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_2_1_3_0,1,0.00423,0.00022992752481307385,0.042682926829268296,168.62271972937762
0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_2_1_0_1,1,0.005123333333333333,0.0003172100600898753,0.03048780487804878,152.03968216131562
0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_0_0_0_0,1,0.011363333333333335,0.0004434210439550907,0.024390243902439025,176.97168616711534
3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_2_3_3_0,1,0.009996666666666666,0.00023626726862225863,0.024390243902439025,180.2168016389246
3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_0_3_3_2,1,0.00881,0.0001067707825203125,0.042682926829268296,185.26526594582788
0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_1_2_0_3,1,0.004063333333333333,0.00010498677165349109,0.042682926829268296,170.77073690066584
0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_0_2_0_1,1,0.007453333333333333,9.463379711052269e-5,0.036585365853658534,199.1318353095064
0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_0_2_0_2,1,0.007096666666666667,0.00016213848676020393,0.036585365853658534,198.73087096126656
0_3_3_3_2_3_3_3_3_3_3_3_3_0_0_0_0_0_0_3_0_2,0,0.002946666666666667,4.988876515698582e-5,0.039634146341463415,1000.0
0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_1_0_0_0,1,0.010846666666666666,0.00024526629518862854,0.024390243902439025,183.3111515150517
0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_3_0_0_3,1,0.00776,0.00021416504538945364,0.04878048780487805,188.3071415512592
1_2_1_2_2_2_2_1_2_3_2_1_2_1_2_2_1_2_3_1_2_1,1,5.3333333333333326e-5,1.2472191289246467e-5,0.09451219512195122,118.5
1_2_1_2_2_2_2_1_2_3_2_1_2_1_2_2_1_2_3_0_2_0,1,0.00019333333333333333,2.8674417556808754e-5,0.0975609756097561,144.38596491228068
3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_1_1_3_1,1,0.002886666666666667,0.00017594190960528857,0.04878048780487805,166.83765552256855
3_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_2_2_1_1_2_1,0,0.0020133333333333336,0.00015434449203720303,0.021341463414634148,1000.0
0_3_3_3_2_3_3_3_3_3_3_3_3_0_0_0_0_0_1_3_0_0,0,0.0019733333333333334,5.55777733351103e-5,0.04573170731707317,1000.0
3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_3_1_3_3,1,0.007463333333333333,0.00018553226733434322,0.042682926829268296,199.19051101070912
0_3_3_3_2_3_3_3_3_3_3_3_3_0_0_0_0_0_0_3_0_0,0,0.00297,0.0001416568624058385,0.04573170731707317,1000.0
3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_1_3_3_3,1,0.0095,0.0001296148139681573,0.036585365853658534,190.15066073005985
0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_0_3_0_0,0,0.0032333333333333333,0.0001826350337573696,0.06097560975609756,1000.0
0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_2_0_0_2,1,0.008656666666666667,0.00030158838763380064,0.03048780487804878,182.86077445719653
3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_0_1_3_0,1,0.00209,0.0001256980508997653,0.06707317073170732,166.98472728180414
0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_1_3_0_0,0,0.0018400000000000003,0.0001019803902718557,0.06097560975609756,1000.0
0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_2_0_0_1,1,0.009476666666666668,0.0002572072229848058,0.03048780487804878,181.47048367394135
1_2_2_2_2_2_2_2_2_2_2_2_2_1_1_1_1_1_3_2_1_0,1,0.0036699999999999997,4.546060565661964e-5,0.03048780487804878,145.472415830181
3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_3_1_3_2,1,0.007156666666666666,0.0001693779468788336,0.036585365853658534,199.10553955451428
1_2_2_2_2_2_2_2_2_2_2_2_1_1_1_2_1_1_3_3_1_3,1,6.0e-5,2.1602468994692868e-5,0.06707317073170732,109.96296296296298
0_2_2_2_2_2_2_2_2_2_2_2_2_1_1_1_1_1_1_2_1_3,1,0.0021899999999999997,0.00020607442021431643,0.018292682926829267,137.28065431601598
0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_1_1_0_0,1,0.00949,0.00017907168024751055,0.024390243902439025,188.68829240904714
0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_3_0_0_1,1,0.008456666666666666,0.0002595294887976235,0.042682926829268296,185.6476257912186
3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_3_2_3_2,1,0.009716666666666667,0.00012657891697365038,0.018292682926829267,180.3827008399609
2_2_2_1_2_0_2_2_2_0_3_1_2_2_2_1_2_1_3_0_2_1,1,3.3333333333333337e-6,4.714045207910317e-6,0.14329268292682926,60.0
0_2_2_2_2_2_2_2_2_2_2_2_2_1_1_1_1_1_3_3_1_2,0,0.002126666666666667,0.00020531818125912646,0.036585365853658534,1000.0
3_0_0_0_1_0_0_0_0_0_0_0_0_3_3_3_3_3_1_0_3_0,0,0.0010199999999999999,4.242640687119286e-5,0.057926829268292686,1000.0
0_2_2_2_2_2_2_2_2_2_2_2_2_1_1_1_1_1_1_1_1_3,1,0.00349,9.899494936611656e-5,0.009146341463414634,147.11143331976663
3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_1_3_3_1,1,0.008986666666666665,9.428090415820249e-6,0.03048780487804878,180.5258434380929
3_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_2_2_2_2_2_0,1,0.00327,0.00013140268896284682,0.009146341463414634,146.88251769690604
0_3_3_3_3_3_3_3_3_3_3_3_3_0_0_0_0_0_2_1_0_0,1,0.005353333333333332,8.9566858950296e-5,0.036585365853658534,151.51585523397608
2_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_2_2_0_2_2_2,1,0.00273,6.164414002968974e-5,0.018292682926829267,128.7095031512123
3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_3_3_3_0,1,0.010316666666666667,0.00022395436042987765,0.024390243902439025,175.0850673988394
3_0_0_0_0_0_0_0_0_0_0_0_0_3_3_3_3_3_1_2_3_3,1,0.00507,0.00014988884770611417,0.036585365853658534,150.03275533714225
1_2_2_2_2_2_2_2_2_2_2_2_2_1_1_1_1_1_2_1_1_1,1,0.003023333333333333,6.944222218666551e-5,0.012195121951219513,130.5872427611558
