states,MRT,MRTsd
0_0_1_0_1_0_0_1_1_0_1_1_0_1_0_0_1_0_0_1_0_1,6.0e-7,5.969924622639721e-6
0_0_1_0_1_1_0_1_1_0_1_1_0_1_0_0_1_0_0_1_0_1,0.0,0.0
0_1_1_1_1_1_1_1_1_1_1_1_1_0_0_0_0_0_1_1_0_1,0.0,0.0
0_1_1_1_1_1_1_1_1_1_1_1_1_0_0_0_0_0_0_0_0_1,0.0,0.0
1_0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1_1_0_1_1_1,0.0,0.0
0_1_1_1_1_1_1_1_1_1_1_1_1_0_0_0_0_0_0_0_0_0,0.0,0.0
1_0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1_1_1_1_1_1,0.0,0.0
0_1_1_1_1_1_1_1_1_1_1_1_1_0_0_0_0_0_0_0_0_1,0.0,0.0
1_0_1_0_0_0_0_1_0_0_0_1_1_1_0_0_0_0_0_1_0_1,1.2e-6,1.1939849245279441e-5
1_0_1_0_0_0_0_1_0_0_1_1_1_1_0_0_0_0_0_1_0_1,1.2999999999999998e-6,1.2934836682386057e-5
1_0_1_0_1_0_0_1_0_0_1_1_1_1_0_0_0_0_0_1_0_1,1.4e-6,1.3929824119492677e-5
1_0_1_0_1_0_0_1_1_0_1_1_1_1_0_0_0_0_0_1_0_1,2.0000000000000002e-7,1.98997487421324e-6
1_0_1_0_1_0_0_1_1_0_1_1_0_1_0_0_0_0_0_1_0_1,0.0,0.0
1_0_1_0_1_1_0_1_1_0_1_1_0_1_0_0_0_0_0_1_0_1,2.0000000000000002e-7,1.98997487421324e-6
0_0_1_0_1_1_0_1_1_0_1_1_0_1_0_0_0_0_0_1_0_1,3.4e-6,3.382957286162509e-5
0_0_1_0_1_1_0_1_1_0_1_1_0_1_0_0_1_0_0_1_0_1,0.0,0.0
1_0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1_1_1_1_1_0,0.0,0.0
1_0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1_1_1_1_1_0,0.0,0.0
0_1_1_1_1_1_1_1_1_1_1_1_1_0_0_0_0_0_0_0_0_0,0.0,0.0
1_0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1_1_0_1_1_0,0.0,0.0
0_1_1_1_1_1_1_1_1_1_1_1_1_0_0_0_0_0_0_0_0_1,0.0,0.0
1_0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1_1_1_1_1_0,0.0,0.0
1_0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1_1_0_0_1_0,0.0,0.0
0_1_1_1_1_1_1_1_1_1_1_1_1_0_0_0_0_0_1_0_0_1,0.0,0.0
0_1_1_1_1_1_1_1_1_1_1_1_1_0_0_0_0_0_1_0_0_0,0.0,0.0
